name	address	website	summary
Imperial College London	Exhibition Road London, SW7 2AZ United Kingdom	http://www3.imperial.ac.uk/	Imperial College London is a public institution that was founded in 1907. The university was previously a college of the University of London and became an independent institution in 2007. The science-focused university is made up of multiple campuses located in and around London. The main campus is situated in South Kensington, an area in Central London that is home to other cultural and educational institutions, such as the Natural History Museum. Upward of 15,000 students attend Imperial, and tuition costs are higher for non-European Union students. Housing is guaranteed for first-year undergraduates, and a limited number of rooms are available for returning undergrads. On-campus graduate student housing is available for those studying at the Silwood Park campus, located around 25 miles west of Central London. The university comprises four academic divisions focused on engineering, medicine, natural sciences and business. Imperial's academic calendar contains three terms – autumn, spring and summer – and the primary language of instruction is English. Among the university’s research centers and groups are the Data Science Institute, the Institute of Global Health Innovation and the Centre for Hedge Fund Research. The university’s Undergraduate Research Opportunities Programme each year provides around 400 students with hands-on research opportunities. The university's International Research Opportunities Programme sends Imperial undergraduates to partner universities in different countries – such as the Massachusetts Institute of Technology in the U.S. and Seoul National University in South Korea – to conduct research for a minimum of eight weeks during the summer break. Imperial also has a history of research pioneers, including Alexander Fleming, who in 1945 discovered penicillin, an antibiotic that is now commonly used to treat bacterial infections. Imperial College London is a public institution that was founded in 1907. The university was previously a college of the University of London and became an independent institution in 2007. The science-focused university is made up of multiple campuses located in and around London. The main campus is situated in South Kensington, an area in Central London that is home to other cultural and educational institutions, such as the Natural History Museum. Upward of 15,000 students attend Imperial, and tuition costs are higher for non-European Union students. Housing is guaranteed for first-year undergraduates, and a limited number of rooms are available for returning undergrads. On-campus graduate student housing is available for those studying at the Silwood Park campus, located around 25 miles west of Central London. The university comprises four academic divisions focused on engineering, medicine, natural sciences and business. Imperial's academic calendar contains three terms – autumn, spring and summer – and the primary language of instruction is English. Among the university’s research centers and groups are the Data Science Institute, the Institute of Global Health Innovation and the Centre for Hedge Fund Research. The university’s Undergraduate Research Opportunities Programme each year provides around 400 students with hands-on research opportunities. The university's International Research Opportunities Programme sends Imperial undergraduates to partner universities in different countries – such as the Massachusetts Institute of Technology in the U.S. and Seoul National University in South Korea – to conduct research for a minimum of eight weeks during the summer break. Imperial also has a history of research pioneers, including Alexander Fleming, who in 1945 discovered penicillin, an antibiotic that is now commonly used to treat bacterial infections.
University of Malaya	Lingkungan Budi Kuala Lumpur, Kuala Lumpur 50603 Malaysia	http://www.um.edu.my/	
University of Granada	Avda. del Hospicio, s/n Granada, Granada 18071 Spain	http://www.ugr.es/en/	
Wuhan University	No.299 Ba Yi Road Wuhan, Hubei 430072 China	http://en.whu.edu.cn/	
Hong Kong Polytechnic University	Hung Hom Kowloon Hong Kong	http://www.polyu.edu.hk/web/	
University of Sydney	Sydney, New South Wales 2006 Australia	http://sydney.edu.au/	The University of Sydney was founded in 1850, making it the oldest university in Australia. The public institution is located in Sydney in the southeastern Australian state of New South Wales. In addition to its main location – the Camperdown/Darlington campus – near the city's central business district, the university has other campuses and research facilities in Sydney and other areas of Australia. One of the additional sites is the One Tree Island Research Station located near the Great Barrier Reef, which facilitates research on topics such as climate change and geology. Student accommodations are available at several of the university's campuses. On the Camperdown/Darlington campus, students can live in residential colleges – including the International House – or university-managed apartments and dorms. Tuition costs vary by subject and are higher for international students. The university has 16 academic divisions, including agriculture and environment, arts and social sciences, business, engineering and information technologies, and medicine. English is the language of instruction, and the university’s academic calendar is semester-based. Undergraduate students have the option of applying to the university's one-year, research-focused honors program. Some of the University of Sydney’s more than 70 research centers are the Brain and Mind Centre, the China Studies Centre and the Centre for Carbon, Water and Food. The school has student exchange agreements with roughly 300 universities located all over the world, including the University of British Columbia in Canada, Fudan University in China and Uppsala University in Sweden. The University of Sydney was founded in 1850, making it the oldest university in Australia. The public institution is located in Sydney in the southeastern Australian state of New South Wales. In addition to its main location – the Camperdown/Darlington campus – near the city's central business district, the university has other campuses and research facilities in Sydney and other areas of Australia. One of the additional sites is the One Tree Island Research Station located near the Great Barrier Reef, which facilitates research on topics such as climate change and geology. Student accommodations are available at several of the university's campuses. On the Camperdown/Darlington campus, students can live in residential colleges – including the International House – or university-managed apartments and dorms. Tuition costs vary by subject and are higher for international students. The university has 16 academic divisions, including agriculture and environment, arts and social sciences, business, engineering and information technologies, and medicine. English is the language of instruction, and the university’s academic calendar is semester-based. Undergraduate students have the option of applying to the university's one-year, research-focused honors program. Some of the University of Sydney’s more than 70 research centers are the Brain and Mind Centre, the China Studies Centre and the Centre for Carbon, Water and Food. The school has student exchange agreements with roughly 300 universities located all over the world, including the University of British Columbia in Canada, Fudan University in China and Uppsala University in Sweden.
Australian National University	Canberra, Australian Capital Territory 0200 Australia	http://www.anu.edu.au/	The Australian National University was founded in 1946. The public institution’s main Acton Campus is located in Australia’s capital city, Canberra. Other university sites include the Mount Stromlo Observatory and the Siding Spring Observatory, both associated with the ANU Research School of Astronomy and Astrophysics. Tuition costs vary by subject and are generally higher for international students. University housing is available for both undergraduate and graduate students; in a recent year, more than 20 percent of the university's student body lived on campus. A year of housing is guaranteed for first-year undergraduate students from outside the Canberra region. The university has seven colleges: arts and social sciences; Asia and the Pacific; business and economics; engineering and computer science; law; medicine, biology and environment; and physical and mathematical sciences. The language of instruction is English, and the university’s academic calendar is semester-based. The university has student exchange partnerships with upward of 150 universities in more than 30 countries, including the University of Montreal in Canada and the Technical University of Munich in Germany. As is true at other Australian universities, undergraduate students can enroll in degree programs that place them on a path to earn an honors degree – a more advanced credential than a bachelor's degree. Honors degree programs focus heavily on research. Some of the Australian National University's many research facilities are the John Curtin School of Medical Research, the Climate Change Institute and the National Centre for Epidemiology and Population Health. The Australian National University was founded in 1946. The public institution’s main Acton Campus is located in Australia’s capital city, Canberra. Other university sites include the Mount Stromlo Observatory and the Siding Spring Observatory, both associated with the ANU Research School of Astronomy and Astrophysics. Tuition costs vary by subject and are generally higher for international students. University housing is available for both undergraduate and graduate students; in a recent year, more than 20 percent of the university's student body lived on campus. A year of housing is guaranteed for first-year undergraduate students from outside the Canberra region. The university has seven colleges: arts and social sciences; Asia and the Pacific; business and economics; engineering and computer science; law; medicine, biology and environment; and physical and mathematical sciences. The language of instruction is English, and the university’s academic calendar is semester-based. The university has student exchange partnerships with upward of 150 universities in more than 30 countries, including the University of Montreal in Canada and the Technical University of Munich in Germany. As is true at other Australian universities, undergraduate students can enroll in degree programs that place them on a path to earn an honors degree – a more advanced credential than a bachelor's degree. Honors degree programs focus heavily on research. Some of the Australian National University's many research facilities are the John Curtin School of Medical Research, the Climate Change Institute and the National Centre for Epidemiology and Population Health.
Technical University of Munich	Arcisstraße 21 Munich, 80333 Germany	http://www.tum.de/en/homepage/	The Technical University of Munich, sometimes called TUM, is a public institution that was founded in 1868. The university has three locations in the German state of Bavaria – downtown Munich, Garching and Weihenstephan. The Garching campus, located north of Munich, has the largest enrollment and is home to TUM's natural sciences and technology divisions. In general, students do not pay tuition at the university but rather pay semester fees. TUM does not have its own student housing, though accommodations managed by outside organizations are available. The university has 13 academic divisions: architecture; chemistry; civil, geo and environmental engineering; education; electrical and computer engineering; informatics; life sciences; management; math; mechanical engineering; medicine; physics; and sport and health sciences. In all, the university offers more than 150 degree programs, and the primary language of instruction is German. However, TUM offers more than three dozen programs that are taught completely in English as well as a number of bilingual programs, most of which are at the master's level. The university’s academic calendar is semester-based. The university has a number of research centers, including the Munich Center for Technology in Society, the Walter Schottky Institut for the study of nanotechnology and nanomaterials and the Hans Eisenmann-Zentrum for agricultural sciences. The Erlenmeyer flask, a piece of equipment commonly found in chemistry labs that is used to measure and store liquids, was named after one of TUM's founding professors. The Technical University of Munich, sometimes called TUM, is a public institution that was founded in 1868. The university has three locations in the German state of Bavaria – downtown Munich, Garching and Weihenstephan. The Garching campus, located north of Munich, has the largest enrollment and is home to TUM's natural sciences and technology divisions. In general, students do not pay tuition at the university but rather pay semester fees. TUM does not have its own student housing, though accommodations managed by outside organizations are available. The university has 13 academic divisions: architecture; chemistry; civil, geo and environmental engineering; education; electrical and computer engineering; informatics; life sciences; management; math; mechanical engineering; medicine; physics; and sport and health sciences. In all, the university offers more than 150 degree programs, and the primary language of instruction is German. However, TUM offers more than three dozen programs that are taught completely in English as well as a number of bilingual programs, most of which are at the master's level. The university’s academic calendar is semester-based. The university has a number of research centers, including the Munich Center for Technology in Society, the Walter Schottky Institut for the study of nanotechnology and nanomaterials and the Hans Eisenmann-Zentrum for agricultural sciences. The Erlenmeyer flask, a piece of equipment commonly found in chemistry labs that is used to measure and store liquids, was named after one of TUM's founding professors.
Beihang University	No. 37 Xueyuan Road, Haidian District Beijing, 100191 China	http://ev.buaa.edu.cn/index.htm	
cole Polytechnique Federale of Lausanne	Route Cantonale Lausanne, CH-1015 Switzerland	http://www.epfl.ch/	
CentraleSupelec	Grande Voie des Vignes Chatenay-Malabry France	http://www.centralesupelec.fr/wordpress/?lang=en	
Harvard University	Cambridge, Massachusetts 02138 United States	http://www.harvard.edu/	Founded in 1636, Harvard University is the oldest higher education institution in the U.S. The bulk of Harvard's students study at the graduate level and more than 20 percent of the student body is international. Harvard is located in Cambridge, Massachusetts, but also has facilities such as the Harvard Medical School based in the nearby city of Boston. The university has the largest endowment of any school in the world. Harvard research takes place across a range of disciplines in more than 100 centers. The university is made up of the undergraduate college, as well as 11 other degree-granting institutions including the highly ranked Business School, Graduate School of Education, Law School and the John F. Kennedy School of Government. The medical school is affiliated with several teaching hospitals, including Beth Israel Deaconess Medical Center and Brigham and Women’s Hospital. For Harvard undergraduates, the most popular majors include social sciences, biology/biological sciences, history, math and psychology. The university’s academic calendar is semester-based and English is the language of instruction. Most undergraduate students live on campus for all four years, first residing around the Harvard Yard at the center of campus as freshmen and then in one of 12 undergraduate houses for the duration of their studies. Some university housing is available for graduate students. The Harvard Library is the largest academic library in the world, boasting around 19 million volumes at its more than 70 libraries. Founded in 1636, Harvard University is the oldest higher education institution in the U.S. The bulk of Harvard's students study at the graduate level and more than 20 percent of the student body is international. Harvard is located in Cambridge, Massachusetts, but also has facilities such as the Harvard Medical School based in the nearby city of Boston. The university has the largest endowment of any school in the world. Harvard research takes place across a range of disciplines in more than 100 centers. The university is made up of the undergraduate college, as well as 11 other degree-granting institutions including the highly ranked Business School, Graduate School of Education, Law School and the John F. Kennedy School of Government. The medical school is affiliated with several teaching hospitals, including Beth Israel Deaconess Medical Center and Brigham and Women’s Hospital. For Harvard undergraduates, the most popular majors include social sciences, biology/biological sciences, history, math and psychology. The university’s academic calendar is semester-based and English is the language of instruction. Most undergraduate students live on campus for all four years, first residing around the Harvard Yard at the center of campus as freshmen and then in one of 12 undergraduate houses for the duration of their studies. Some university housing is available for graduate students. The Harvard Library is the largest academic library in the world, boasting around 19 million volumes at its more than 70 libraries.
Royal Institute of Technology	Brinellvägen 8 Stockholm, SE-100 44 Sweden	http://www.kth.se/en	The Royal Institute of Technology, also known as KTH, is a public institution that was founded in 1827. The science-, engineering- and technology-focused university’s main campus is located in central Stockholm. Additional sites are the Kista, Haninge, Flemingsberg, Albanova and Södertälje campuses. In a recent year, more than 12,000 full-time students attended the university, 32 percent of whom were women. Students from European Union and European Economic Area countries as well as Switzerland are not charged tuition at KTH; all other students are. Some university student housing is available, and tuition-paying students are guaranteed housing from KTH Accommodation. The university has 10 schools: architecture and the built environment, biotechnology, chemical science and engineering, computer science and communication, electrical engineering, information and communication technology, industrial engineering and management, engineering sciences, technology and health, and education and communication in engineering science. The primary language of instruction for bachelor’s programs is Swedish, though the undergraduate program in information and communication technology is English-taught. Graduate-level programs are primarily taught in English. The academic calendar is made up of two terms, each of which has two periods. Students take exams at the end of each period. KTH has organized its research into five interdisciplinary focus areas: energy, information and communication technology, materials, life science and transport. Research is conducted at the university’s many centers, including the Centre for Banking and Finance, the Centre for Technology in Medicine and Health and the Centre for Autonomous Systems. The Royal Institute of Technology, also known as KTH, is a public institution that was founded in 1827. The science-, engineering- and technology-focused university’s main campus is located in central Stockholm. Additional sites are the Kista, Haninge, Flemingsberg, Albanova and Södertälje campuses. In a recent year, more than 12,000 full-time students attended the university, 32 percent of whom were women. Students from European Union and European Economic Area countries as well as Switzerland are not charged tuition at KTH; all other students are. Some university student housing is available, and tuition-paying students are guaranteed housing from KTH Accommodation. The university has 10 schools: architecture and the built environment, biotechnology, chemical science and engineering, computer science and communication, electrical engineering, information and communication technology, industrial engineering and management, engineering sciences, technology and health, and education and communication in engineering science. The primary language of instruction for bachelor’s programs is Swedish, though the undergraduate program in information and communication technology is English-taught. Graduate-level programs are primarily taught in English. The academic calendar is made up of two terms, each of which has two periods. Students take exams at the end of each period. KTH has organized its research into five interdisciplinary focus areas: energy, information and communication technology, materials, life science and transport. Research is conducted at the university’s many centers, including the Centre for Banking and Finance, the Centre for Technology in Medicine and Health and the Centre for Autonomous Systems.
University of Melbourne	1-100 Grattan St Parkville, Victoria 3010 Australia	http://www.unimelb.edu.au/	The University of Melbourne is a public institution that was founded in 1853. The university has seven campuses located across Melbourne and other areas of Victoria, Australia. The school's main site is the Parkville campus, and both undergraduate and graduate students can reside in one of several nearby residential colleges. Other sites are the Southbank, Burnley, Creswick, Dookie, Shepparton and Werribee campuses. Tuition costs at the University of Melbourne vary by subject and are higher for international students. Dentistry, veterinary science and medicine are among the university's more expensive programs. Undergraduate students at the University of Melbourne choose from several bachelor's degree options: agriculture, arts, biomedicine, commerce, design, environments, fine arts, music, oral health and science. They then choose more specific majors within these broad degree categories. Extended Bachelor of Arts and Bachelor of Science programs are also available for indigenous students. The University of Melbourne also has nearly 20 graduate schools, including the Melbourne Business School, the Melbourne Medical School and the Melbourne Conservatorium of Music. The university has five Melbourne Research Institutes that encourage collaboration between university researchers, as well as involvement from industry, government and nonprofit organizations. The institutes focus on neuroscience, sustainable society, networked society, energy and social equity. One research achievement associated with the University of Melbourne came in the 1970s, when researchers developed the cochlear implant, an electronic device used to restore a sense of sound to people with severe hearing loss. The University of Melbourne is a public institution that was founded in 1853. The university has seven campuses located across Melbourne and other areas of Victoria, Australia. The school's main site is the Parkville campus, and both undergraduate and graduate students can reside in one of several nearby residential colleges. Other sites are the Southbank, Burnley, Creswick, Dookie, Shepparton and Werribee campuses. Tuition costs at the University of Melbourne vary by subject and are higher for international students. Dentistry, veterinary science and medicine are among the university's more expensive programs. Undergraduate students at the University of Melbourne choose from several bachelor's degree options: agriculture, arts, biomedicine, commerce, design, environments, fine arts, music, oral health and science. They then choose more specific majors within these broad degree categories. Extended Bachelor of Arts and Bachelor of Science programs are also available for indigenous students. The University of Melbourne also has nearly 20 graduate schools, including the Melbourne Business School, the Melbourne Medical School and the Melbourne Conservatorium of Music. The university has five Melbourne Research Institutes that encourage collaboration between university researchers, as well as involvement from industry, government and nonprofit organizations. The institutes focus on neuroscience, sustainable society, networked society, energy and social equity. One research achievement associated with the University of Melbourne came in the 1970s, when researchers developed the cochlear implant, an electronic device used to restore a sense of sound to people with severe hearing loss.
Columbia University	2960 Broadway New York, New York 10027 United States	http://www.columbia.edu	Columbia University is a private institution that was founded in 1754. It is located in the Upper West Side of New York City’s Manhattan borough. Originally called King’s College, the school received its current name in 1896. Around 30 percent of students at Columbia study at the undergraduate level and almost 30 percent of the total student body is international. More than 90 percent of undergraduate students live on campus, and there is some university housing available for graduate students as well. Columbia’s academic calendar is semester-based and the language of instruction is English. The university is made up of three schools that enroll undergraduates – Columbia College, the Fu Foundation School of Engineering and Applied Science, and the School of General Studies – and numerous graduate and professional schools. Among Columbia University’s highly ranked graduate programs are the Business School, the Law School, and the College of Physicians and Surgeons. Additionally, Columbia is affiliated with Barnard College for women, the Union Theological Seminary and the Jewish Theological Seminary. The highly regarded New York-Presbyterian University Hospital of Columbia and Cornell is a university teaching hospital. Columbia students and faculty conduct research across the sciences, humanities and social sciences disciplines at more than 200 university centers and institutes. Columbia has also established global centers in Amman, Jordan; Beijing; Mumbai, India; Paris; Istanbul; Nairobi, Kenya; Santiago, Chile; and Rio de Janeiro to facilitate study abroad and research opportunities for students. Columbia University is a private institution that was founded in 1754. It is located in the Upper West Side of New York City’s Manhattan borough. Originally called King’s College, the school received its current name in 1896. Around 30 percent of students at Columbia study at the undergraduate level and almost 30 percent of the total student body is international. More than 90 percent of undergraduate students live on campus, and there is some university housing available for graduate students as well. Columbia’s academic calendar is semester-based and the language of instruction is English. The university is made up of three schools that enroll undergraduates – Columbia College, the Fu Foundation School of Engineering and Applied Science, and the School of General Studies – and numerous graduate and professional schools. Among Columbia University’s highly ranked graduate programs are the Business School, the Law School, and the College of Physicians and Surgeons. Additionally, Columbia is affiliated with Barnard College for women, the Union Theological Seminary and the Jewish Theological Seminary. The highly regarded New York-Presbyterian University Hospital of Columbia and Cornell is a university teaching hospital. Columbia students and faculty conduct research across the sciences, humanities and social sciences disciplines at more than 200 university centers and institutes. Columbia has also established global centers in Amman, Jordan; Beijing; Mumbai, India; Paris; Istanbul; Nairobi, Kenya; Santiago, Chile; and Rio de Janeiro to facilitate study abroad and research opportunities for students.
Singapore University of Technology   Design	8 Somapah Road 487372 Singapore	https://sutd.edu.sg/	
Korea Advanced Institute of Science and Technology	Daehak-ro (373-1 Guseong-dong), Yuseong-gu Daejeon, 305-701 South Korea	http://www.kaist.edu/html/en/index.html	The Korea Advanced Institute of Science and Technology, commonly known as KAIST, is a public institution that was founded in 1971. The science and technology-focused university’s main campus – where more than 90 percent of students take classes – is in Daejeon, South Korea. Daejeon is around 85 miles south of the capital city of Seoul. In most cases, tuition costs the same for international and domestic students. Many government- or school-sponsored scholarships are also available for KAIST students, including some that cover tuition and fees in full. The university operates more than 20 student dormitories as well as a few apartment complexes for married students. KAIST has colleges of natural sciences, life science and bioengineering, engineering, liberal arts and convergence science, and business. The university’s academic calendar is semester-based, and the primary language of instruction is English, though some courses are taught in Korean. One of the university’s research facilities is the KAIST Institute, which is made up of five research institutes – KI for BioCentury, KI for Information Technology Convergence, KI for Robotics, KI for NanoCentury and KI for Health Science and Technology – as well as two centers. Around 220 faculty members and 350 students and researchers carry out interdisciplinary research at the KAIST Institute. Undergraduates at the university can earn credit for taking part in research activities through KAIST’s Undergraduate Research Participation Program, which also provides students with financial support. Approximately 200 students participate in the URP program each year. The Korea Advanced Institute of Science and Technology, commonly known as KAIST, is a public institution that was founded in 1971. The science and technology-focused university’s main campus – where more than 90 percent of students take classes – is in Daejeon, South Korea. Daejeon is around 85 miles south of the capital city of Seoul. In most cases, tuition costs the same for international and domestic students. Many government- or school-sponsored scholarships are also available for KAIST students, including some that cover tuition and fees in full. The university operates more than 20 student dormitories as well as a few apartment complexes for married students. KAIST has colleges of natural sciences, life science and bioengineering, engineering, liberal arts and convergence science, and business. The university’s academic calendar is semester-based, and the primary language of instruction is English, though some courses are taught in Korean. One of the university’s research facilities is the KAIST Institute, which is made up of five research institutes – KI for BioCentury, KI for Information Technology Convergence, KI for Robotics, KI for NanoCentury and KI for Health Science and Technology – as well as two centers. Around 220 faculty members and 350 students and researchers carry out interdisciplinary research at the KAIST Institute. Undergraduates at the university can earn credit for taking part in research activities through KAIST’s Undergraduate Research Participation Program, which also provides students with financial support. Approximately 200 students participate in the URP program each year.
Polytechnic University of Catalonia	Calle Jordi Girona, 31 Barcelona, 08034 Spain	http://www.upc.edu/?set_language=en	
University of Wisconsin  Madison	500 Lincoln Drive Madison, Wisconsin 53706 United States	http://www.wisc.edu	The University of Wisconsin—Madison, founded in 1848, is a public university located in the U.S. Midwest. Madison is the capital of Wisconsin, a state located near the Great Lakes and not far from the U.S.-Canadian border. More than 40,000 students attend the university, and in a recent year more than 65 percent of the student body was studying at the undergraduate level. International students at the university hail from more than 100 countries. Tuition costs at the University of Wisconsin—Madison are higher for non-Wisconsin residents, though Minnesota residents also pay a lower rate. University housing is available for both undergraduate and graduate students. Housing options include residence halls that vary in size from around 30 to more than 1,100 residents. The university has a number of schools and colleges, including those focused on agricultural and life sciences, arts, business, education, engineering, journalism and mass communication, medicine and public health, public affairs and more. In all, the university offers more than 200 undergraduate majors and certificates and upward of 250 graduate programs. The language of instruction is English, and the university follows a semester-based academic calendar. The University of Wisconsin—Madison spends more than $1 billion on research annually. A sampling of the university's research centers includes the Aquatic Sciences Center, the Institute on Aging and the Stem Cell & Regenerative Medicine Center. A total of 19 Nobel Prizes have been awarded to university faculty and alumni. The University of Wisconsin—Madison, founded in 1848, is a public university located in the U.S. Midwest. Madison is the capital of Wisconsin, a state located near the Great Lakes and not far from the U.S.-Canadian border. More than 40,000 students attend the university, and in a recent year more than 65 percent of the student body was studying at the undergraduate level. International students at the university hail from more than 100 countries. Tuition costs at the University of Wisconsin—Madison are higher for non-Wisconsin residents, though Minnesota residents also pay a lower rate. University housing is available for both undergraduate and graduate students. Housing options include residence halls that vary in size from around 30 to more than 1,100 residents. The university has a number of schools and colleges, including those focused on agricultural and life sciences, arts, business, education, engineering, journalism and mass communication, medicine and public health, public affairs and more. In all, the university offers more than 200 undergraduate majors and certificates and upward of 250 graduate programs. The language of instruction is English, and the university follows a semester-based academic calendar. The University of Wisconsin—Madison spends more than $1 billion on research annually. A sampling of the university's research centers includes the Aquatic Sciences Center, the Institute on Aging and the Stem Cell & Regenerative Medicine Center. A total of 19 Nobel Prizes have been awarded to university faculty and alumni.
University of California  San Diego	9500 Gilman Drive La Jolla, California 92093 United States	http://www.ucsd.edu/	The University of California—San Diego is a public institution that was established in 1960. It is located in the La Jolla community of San Diego, near the Pacific Ocean. More than 75 percent of the student body studies at the undergraduate level. The school offers more than 100 undergraduate majors across a range of disciplines. UCSD undergrads are assigned to one of six residential colleges – smaller academic and social communities within the university. Incoming undergraduates and transfer students are guaranteed housing for two years. Accommodations are also available for graduate students. Out-of-state students must pay a supplemental tuition on top of the tuition in-state students pay. UCSD follows a quarter-based academic calendar, and English is the language of instruction. In addition to the six undergraduate colleges, UCSD comprises five academic divisions and five graduate and professional schools. Highly ranked UCSD graduate schools include the School of Medicine and the Jacobs School of Engineering. UC San Diego Medical Center - UC San Diego Health, a teaching hospital, is nationally ranked in a dozen adult specialties. One of the university's academic departments is the Scripps Institution of Oceanography, which is dedicated to ocean, earth and atmospheric science. Scripps researchers focus their efforts on subjects such as waves and circulation, global environmental monitoring and marine life. UCSD’s annual research funding has surpassed $1 billion several times in recent years. The university also operates organized research units aimed at promoting multidisciplinary research, such as the Center for Energy Research, the Kavli Institute for Brain and Mind and the San Diego Supercomputer Center. The University of California—San Diego is a public institution that was established in 1960. It is located in the La Jolla community of San Diego, near the Pacific Ocean. More than 75 percent of the student body studies at the undergraduate level. The school offers more than 100 undergraduate majors across a range of disciplines. UCSD undergrads are assigned to one of six residential colleges – smaller academic and social communities within the university. Incoming undergraduates and transfer students are guaranteed housing for two years. Accommodations are also available for graduate students. Out-of-state students must pay a supplemental tuition on top of the tuition in-state students pay. UCSD follows a quarter-based academic calendar, and English is the language of instruction. In addition to the six undergraduate colleges, UCSD comprises five academic divisions and five graduate and professional schools. Highly ranked UCSD graduate schools include the School of Medicine and the Jacobs School of Engineering. UC San Diego Medical Center - UC San Diego Health, a teaching hospital, is nationally ranked in a dozen adult specialties. One of the university's academic departments is the Scripps Institution of Oceanography, which is dedicated to ocean, earth and atmospheric science. Scripps researchers focus their efforts on subjects such as waves and circulation, global environmental monitoring and marine life. UCSD’s annual research funding has surpassed $1 billion several times in recent years. The university also operates organized research units aimed at promoting multidisciplinary research, such as the Center for Energy Research, the Kavli Institute for Brain and Mind and the San Diego Supercomputer Center.
King Saud University	Riyadh, 11451 Saudi Arabia	http://ksu.edu.sa/en/	
University of Illinois  Urbana Champaign	601 E. John Street Champaign, Illinois 61820-5711 United States	http://www.illinois.edu	
Virginia Tech	Blacksburg, Virginia 24061 United States	http://www.vt.edu	
New York University	70 Washington Square S New York, New York 10012 United States	http://www.nyu.edu	New York University, also known as NYU, is a private university that was founded in 1831. The university's main campus is in New York City, and it has additional campuses in Abu Dhabi, United Arab Emirates, and Shanghai, which opened in 2010 and 2013, respectively. In a recent year, around one-quarter of the NYU student body was international, with students hailing from more than 130 countries. For several years, NYU has welcomed more international students to campus than any other U.S. university. Tuition costs are the same for domestic and international students, and university housing is available for both undergraduate and graduate students. NYU has 18 schools and colleges that offer studies in a variety of fields, including arts and sciences, business, engineering, law, nursing and more. The university follows a semester-based academic calendar with a three-week January term. The primary language of instruction is English. NYU has 11 academic centers located around the world – including sites in Berlin; Buenos Aires, Argentina; and Tel Aviv, Israel – that are home to NYU students who are studying abroad. A sampling of the university's many research institutes and centers includes the Brennan Center for Justice, the Sleep Disorder Center and the Vincent C. Ross Institute of Accounting Research. Students at the undergraduate level are included in research activities at NYU through such programs as the Dean's Undergraduate Research Fund, which awards grants to students pursuing research projects. New York University, also known as NYU, is a private university that was founded in 1831. The university's main campus is in New York City, and it has additional campuses in Abu Dhabi, United Arab Emirates, and Shanghai, which opened in 2010 and 2013, respectively. In a recent year, around one-quarter of the NYU student body was international, with students hailing from more than 130 countries. For several years, NYU has welcomed more international students to campus than any other U.S. university. Tuition costs are the same for domestic and international students, and university housing is available for both undergraduate and graduate students. NYU has 18 schools and colleges that offer studies in a variety of fields, including arts and sciences, business, engineering, law, nursing and more. The university follows a semester-based academic calendar with a three-week January term. The primary language of instruction is English. NYU has 11 academic centers located around the world – including sites in Berlin; Buenos Aires, Argentina; and Tel Aviv, Israel – that are home to NYU students who are studying abroad. A sampling of the university's many research institutes and centers includes the Brennan Center for Justice, the Sleep Disorder Center and the Vincent C. Ross Institute of Accounting Research. Students at the undergraduate level are included in research activities at NYU through such programs as the Dean's Undergraduate Research Fund, which awards grants to students pursuing research projects.
Link ping University	Campus Valla Linköping, SE-581 83 Sweden	http://www.liu.se/?l=en	
Delft University of Technology	Postbus 5 Delft, 2600 AA Netherlands	http://www.tudelft.nl/en/	
Nanjing University	22 Hankou Road Nanjing, Jiangsu 210093 China	http://www.nju.edu.cn/html/eng	
Purdue University  West Lafayette	Schleman Hall, 475 Stadium Mall Drive West Lafayette, Indiana 47907-2050 United States	http://www.purdue.edu	
Xi an Jiaotong University	No. 28 Xianning West Road Xi'an, Shaanxi 710049 China	http://en.xjtu.edu.cn/	
Lancaster University	Bailrigg Lancaster, LA1 4YW United Kingdom	http://www.lancaster.ac.uk/	
